lead_id,created_at,source,city,area,property_type,budget_pkr_lac,bedrooms,first_response_minutes,calls_made,total_call_seconds,whatsapp_replies,site_visits,agent_experience_years,is_overseas,referred_by_existing_client,has_financing_approved,token_amount_received_pkr,crm_record_hash,converted
MGC-101587,2025-01-26 05:34:13,Facebook Ads,Faisalabad,Top City,Villa,105.0,1.0,139.0,4,226.0,1,0,0.9,0,1,0,0.0,5654517379,0
MGC-106627,2024-04-27 04:49:02,Walk-in,Islamabad,Blue World City,Penthouse,254.0,1.0,56.0,1,40.0,2,2,1.4,0,0,0,0.0,6587498557,0
MGC-107299,2025-05-15 17:29:11,Walk-in,Abbottabad,Chakri Road,Villa,359.0,4.0,27.0,2,210.0,1,0,6.1,1,1,0,2070000.0,9056677635,0
MGC-107605,2025-04-30 09:56:47,Google Search,Rawalpindi,DHA,Apartment,122.0,4.0,4.0,3,128.0,2,0,5.0,0,0,0,0.0,8802030820,0
MGC-102332,2025-09-20 07:21:20,Google Search,Islamabad,DHA,Plot,121.0,,87.0,0,0.0,0,0,2.3,0,0,1,0.0,6361730835,0
MGC-108045,2025-05-07 09:24:51,Google Search,Rawalpindi,Blue World City,Plot,50.0,,18.0,0,0.0,1,1,8.4,0,0,0,0.0,7323150675,0
MGC-107726,2025-08-20 21:23:21,Google Search,Karachi,B-17,Apartment,195.0,4.0,8.0,3,217.0,2,0,2.4,0,0,0,0.0,5035450036,0
MGC-101288,2024-04-19 05:29:51,Google Search,Islamabad,Bani Gala,Apartment,126.0,4.0,6.0,5,109.0,3,1,7.8,0,0,0,1090000.0,2113036596,1
MGC-107010,2024-01-18 01:43:59,Facebook Ads,Peshawar,Gulberg Greens,Plot,43.0,,56.0,6,452.0,2,1,3.2,0,0,0,0.0,8334011736,0
MGC-106416,2024-11-07 18:25:41,Google Search,Peshawar,Gulberg Greens,Plot,109.0,,7.0,2,37.0,4,0,1.0,0,0,0,0.0,5566930686,0
MGC-105084,2025-08-19 22:37:30,Google Search,Faisalabad,GT Road Corridor,Apartment,124.0,3.0,45.0,0,0.0,0,0,7.5,0,0,0,0.0,2424614882,0
MGC-101957,2024-07-02 03:43:49,Referral,Faisalabad,Top City,Plot,210.0,,13.0,3,28.0,2,0,6.2,0,0,0,0.0,3137748612,0
MGC-101855,2024-11-17 21:39:58,Instagram,Rawalpindi,Gulberg Greens,Apartment,57.0,1.0,15.0,4,185.0,0,1,1.7,0,0,1,0.0,7679329756,0
MGC-108483,2024-06-03 13:44:10,Instagram,Multan,Bahria Town,Apartment,68.0,5.0,37.0,1,73.0,1,0,5.6,0,0,0,0.0,9846609713,0
MGC-101669,2024-04-29 16:07:31,Instagram,Islamabad,Chakri Road,Apartment,117.0,3.0,3.0,2,110.0,0,0,4.1,1,0,1,0.0,4363504064,0
MGC-108663,2024-03-19 20:51:15,Facebook Ads,Gujranwala,Blue World City,Plot,52.0,,2.0,1,16.0,1,0,2.4,0,0,0,0.0,2343827180,0
MGC-101834,2024-07-23 22:28:05,Google Search,Islamabad,Bani Gala,Apartment,99.0,3.0,25.0,1,76.0,2,0,,0,0,0,0.0,5955652297,0
MGC-100801,2024-07-29 15:57:27,WhatsApp Campaign,Lahore,GT Road Corridor,Apartment,156.0,2.0,27.0,3,97.0,1,0,1.5,0,0,0,0.0,6953043122,0
MGC-104752,2025-06-24 22:01:48,Property Portal,Islamabad,B-17,Villa,256.0,5.0,25.0,2,227.0,5,0,5.4,0,0,1,0.0,2588887888,0
MGC-105276,2024-10-29 07:48:43,Property Portal,Rawalpindi,,Apartment,91.0,4.0,43.0,2,241.0,1,2,2.7,1,0,0,0.0,9135307442,0
MGC-108446,2024-01-06 17:15:33,Instagram,Peshawar,Gulberg Greens,Commercial Shop,92.0,,87.0,2,94.0,2,0,1.3,0,0,1,0.0,1660394323,0
MGC-106411,2024-05-25 01:27:13,Facebook Ads,Karachi,GT Road Corridor,Villa,181.0,3.0,28.0,3,168.0,3,0,0.7,0,0,0,0.0,6432192522,0
MGC-101090,2024-02-05 22:08:03,Facebook Ads,Lahore,B-17,Apartment,84.0,3.0,,1,115.0,1,0,,0,0,0,0.0,6260198849,0
MGC-104289,2025-01-03 07:24:08,Facebook Ads,Islamabad,Blue World City,Plot,83.0,,17.0,3,58.0,1,0,,0,0,0,0.0,7272455177,0
MGC-104373,2025-07-04 00:43:04,Walk-in,Karachi,Chakri Road,Villa,204.0,4.0,26.0,3,53.0,1,0,1.2,0,0,0,0.0,1104711507,0
MGC-102801,2024-10-23 02:52:00,Referral,Islamabad,,Commercial Shop,83.0,,14.0,0,0.0,1,1,3.2,0,0,0,0.0,5552472961,0
MGC-106839,2024-02-28 19:09:32,Facebook Ads,Rawalpindi,DHA,Apartment,73.0,4.0,54.0,1,102.0,2,1,3.3,1,0,0,0.0,1316837093,0
MGC-101139,2024-09-24 15:52:24,Property Portal,ISLAMABAD,Bahria Town,Apartment,95.0,3.0,70.0,1,81.0,2,1,1.3,0,1,1,903000.0,1083840582,1
MGC-102432,2025-01-31 18:31:52,Instagram,Lahore,B-17,Plot,84.0,,167.0,4,282.0,1,0,3.1,0,0,0,0.0,6124342126,0
MGC-106225,2024-01-02 15:41:26,WhatsApp Campaign,Islamabad,Chakri Road,Commercial Shop,209.0,,22.0,1,112.0,2,0,10.6,0,0,1,0.0,6269154665,0
MGC-104619,2025-04-18 19:59:51,Facebook Ads,Islamabad,,Plot,55.0,,446.0,2,116.0,0,1,5.6,0,0,0,0.0,7193456576,0
MGC-100219,2024-11-28 19:08:11,Instagram,Peshawar,Gulberg Greens,Apartment,123.0,1.0,3.0,3,108.0,4,0,1.3,0,0,0,0.0,9417622008,0
MGC-102975,2025-04-21 20:14:27,WhatsApp Campaign,Islamabad,GT Road Corridor,Commercial Shop,100.0,,173.0,2,147.0,3,0,2.2,1,0,0,0.0,5975219558,0
MGC-101675,2025-04-29 12:20:04,WhatsApp Campaign,Lahore,Blue World City,Apartment,91.0,5.0,66.0,2,155.0,0,0,1.3,0,0,0,0.0,3988016586,0
MGC-104048,2025-07-31 13:26:26,Property Portal,Abbottabad,Top City,Villa,174.0,3.0,3.0,5,169.0,2,0,,0,0,0,0.0,2347432210,0
MGC-105077,2025-03-27 15:04:59,Instagram,Gujranwala,Gulberg Greens,Apartment,73.0,2.0,16.0,0,0.0,0,1,1.1,0,0,0,0.0,4258238542,0
MGC-107889,2025-02-23 23:08:21,Billboard,Islamabad,,Plot,191.0,,61.0,1,188.0,2,0,7.4,0,0,0,0.0,1017343393,0
MGC-106042,2024-03-24 12:41:42,Instagram,Rawalpindi,Bani Gala,Plot,45.0,,18.0,0,0.0,1,0,2.3,1,1,0,0.0,3793688129,0
MGC-101879,2024-11-23 01:03:56,Facebook Ads,Rawalpindi,Park View City,Villa,149.0,1.0,145.0,2,225.0,3,0,5.5,0,0,0,0.0,3666173353,0
MGC-102461,2024-08-20 02:05:52,Referral,Islamabad,Blue World City,Plot,70.0,,49.0,3,94.0,1,0,0.1,0,0,0,0.0,5813639565,0
MGC-104262,2025-06-23 12:53:53,Google Search,Rawalpindi,Bahria Town,Apartment,96.0,3.0,14.0,5,131.0,2,0,2.5,0,1,1,996000.0,8592565753,1
MGC-105521,2024-05-30 16:04:26,Instagram,Lahore,Gulberg Greens,Penthouse,285.0,3.0,28.0,1,28.0,0,1,3.4,1,0,0,0.0,6369246437,0
MGC-104625,2024-07-29 15:34:05,Property Portal,Rawalpindi,Top City,Penthouse,275.0,2.0,43.0,8,1185.0,2,1,1.1,0,0,0,0.0,2385851950,0
MGC-107778,2025-07-01 14:03:08,Instagram,Lahore,Blue World City,Commercial Shop,115.0,,37.0,2,37.0,0,0,,0,0,1,0.0,6728785778,0
MGC-102786,2024-10-01 12:30:10,Walk-in,Faisalabad,Park View City,Apartment,142.0,1.0,13.0,1,84.0,3,1,2.8,0,0,1,0.0,1090219428,0
MGC-101193,2024-01-12 09:18:58,Referral,Multan,Bani Gala,Villa,250.0,4.0,26.0,3,801.0,0,0,3.4,0,0,0,0.0,5394825781,0
MGC-105217,2024-02-12 17:58:52,Facebook Ads,Lahore,Chakri Road,Villa,,3.0,867.0,2,139.0,2,1,4.0,0,0,0,0.0,2448502737,0
MGC-102702,2025-02-09 13:10:33,Property Portal,Rawalpindi,B-17,Plot,113.0,,23.0,2,248.0,3,0,5.6,0,0,0,0.0,6889087839,0
MGC-106041,2024-04-20 15:23:58,Referral,ISLAMABAD,Park View City,Apartment,104.0,2.0,53.0,2,85.0,1,0,1.5,0,0,0,0.0,3795269156,0
MGC-106953,2024-05-17 01:30:44,Instagram,Islamabad,Bani Gala,Apartment,123.0,1.0,33.0,4,467.0,5,1,6.8,0,0,1,0.0,9069096572,0
MGC-107171,2024-04-09 23:09:05,Google Search,Gujranwala,B-17,Apartment,92.0,1.0,20.0,3,93.0,0,0,3.3,0,0,1,0.0,8327021103,0
MGC-100047,2024-01-29 08:04:54,Walk-in,Islamabad,Chakri Road,Plot,133.0,,29.0,2,261.0,1,0,6.8,0,0,0,0.0,8360154192,0
MGC-101003,2025-06-13 21:49:40,Google Search,Karachi,DHA,Plot,137.0,,20.0,5,424.0,3,0,8.5,0,0,0,0.0,8650717000,0
MGC-106456,2024-08-11 09:57:23,Property Portal,Multan,Blue World City,Apartment,114.0,3.0,35.0,0,0.0,3,1,1.2,1,0,0,0.0,2022606092,0
MGC-104163,2024-11-29 15:41:58,Facebook Ads,Islamabad,Blue World City,Plot,252.0,,21.0,1,38.0,1,1,10.0,0,0,0,0.0,2721943334,0
MGC-106965,2024-04-05 05:43:05,Facebook Ads,Lahore,Chakri Road,Apartment,53.0,5.0,227.0,5,153.0,0,1,10.0,0,0,0,0.0,8096042679,0
MGC-100389,2024-04-16 10:15:16,Referral,Rawalpindi,B-17,Plot,43.0,,19.0,3,139.0,2,0,7.4,0,1,1,235000.0,4040725258,1
MGC-103274,2024-03-21 05:36:26,Referral,Rawalpindi,Blue World City,Apartment,50.0,3.0,363.0,3,201.0,2,2,3.2,0,1,0,0.0,6341777420,0
MGC-100697,2024-06-06 07:15:56,Facebook Ads,Lahore,DHA,Plot,138.0,,1005.0,0,0.0,2,1,8.8,0,0,0,0.0,5006395953,0
MGC-100305,2025-03-08 08:23:53,Facebook Ads,Peshawar,Bani Gala,Villa,338.0,2.0,22.0,2,55.0,2,0,1.8,0,0,0,0.0,4862817665,0
MGC-105939,2024-01-30 13:30:30,Facebook Ads,Faisalabad,Gulberg Greens,Villa,375.0,5.0,6.0,0,0.0,1,0,0.9,0,0,0,0.0,7832535575,0
MGC-105060,2024-07-27 08:49:31,Referral,Islamabad,Chakri Road,Apartment,70.0,1.0,23.0,2,68.0,2,0,3.2,0,0,1,0.0,3022921844,0
MGC-108261,2024-02-02 13:10:51,Walk-in,Karachi,Park View City,Apartment,136.0,3.0,150.0,3,686.0,1,0,2.1,0,0,0,0.0,2529529129,0
MGC-107919,2024-06-26 14:00:38,Facebook Ads,Multan,GT Road Corridor,Villa,447.0,5.0,34.0,6,838.0,2,0,5.6,0,0,0,0.0,7020601061,0
MGC-104914,2025-08-14 06:52:32,Google Search,RAWALPINDI,Bani Gala,Plot,79.0,,18.0,5,430.0,2,1,6.7,0,0,1,0.0,6605316098,0
MGC-105567,2024-03-06 23:17:41,Google Search,Faisalabad,Bani Gala,Apartment,92.0,3.0,13.0,4,477.0,1,1,2.2,0,0,1,493000.0,5981832004,1
MGC-108777,2024-03-19 10:33:36,Walk-in,Islamabad,GT Road Corridor,Apartment,133.0,4.0,69.0,2,63.0,2,1,,0,0,0,0.0,8611391225,0
MGC-107097,2024-06-24 08:19:08,Facebook Ads,Karachi,Top City,Apartment,134.0,2.0,22.0,2,133.0,1,0,4.6,0,0,0,0.0,4913057754,0
MGC-106356,2025-05-27 04:10:43,Property Portal,Lahore,Bani Gala,Apartment,92.0,1.0,20.0,0,0.0,2,0,2.5,0,0,1,0.0,8711864998,0
MGC-101431,2024-06-21 01:28:24,Instagram,Rawalpindi,Blue World City,Apartment,114.0,4.0,6.0,3,227.0,1,0,,0,0,0,0.0,7403764446,0
MGC-108269,2024-12-10 08:06:33,Walk-in,KARACHI,Top City,Apartment,58.0,1.0,47.0,2,108.0,2,0,1.7,0,0,0,0.0,1598085372,0
MGC-100969,2024-08-13 05:24:09,Walk-in,Rawalpindi,Chakri Road,Villa,461.0,4.0,73.0,4,132.0,1,0,1.2,0,1,0,0.0,9380236287,0
MGC-105117,2025-09-03 18:42:02,Facebook Ads,Islamabad,Bani Gala,Commercial Shop,166.0,,49.0,2,35.0,4,0,3.9,0,0,0,0.0,6990700397,0
MGC-106015,2024-09-15 02:14:28,Facebook Ads,Lahore,Park View City,Penthouse,422.0,1.0,4.0,2,129.0,2,0,5.7,1,0,0,0.0,9740997385,0
MGC-102899,2025-02-18 09:19:01,Property Portal,Islamabad,Bani Gala,Plot,78.0,,32.0,3,232.0,0,0,,0,0,0,0.0,2968476345,0
MGC-105974,2024-05-28 13:44:20,Property Portal,Abbottabad,Park View City,Apartment,109.0,3.0,40.0,2,50.0,2,0,,1,0,0,0.0,2665899065,0
MGC-102447,2025-09-29 22:03:39,Property Portal,Rawalpindi,Bahria Town,Villa,133.0,2.0,68.0,0,0.0,3,0,2.1,0,0,0,0.0,9518805670,0
MGC-106629-B,2025-07-19 03:03:56,Property Portal,Lahore,DHA,Apartment,114.0,5.0,81.0,4,489.0,2,1,1.7,0,0,0,0.0,5499202858,0
MGC-102278,2024-07-02 06:22:31,Walk-in,Islamabad,Chakri Road,Farmhouse,798.0,2.0,5.0,2,59.0,2,0,3.9,0,0,0,0.0,3269905916,0
MGC-104035,2025-08-15 09:17:58,Property Portal,PESHAWAR,Top City,Penthouse,333.0,5.0,24.0,1,227.0,3,1,2.9,0,1,0,0.0,4953721148,0
MGC-101059,2024-07-14 02:27:51,Walk-in,Islamabad,Blue World City,Plot,38.0,,126.0,5,254.0,1,0,2.9,0,0,0,0.0,5650458645,0
MGC-100447,2025-02-12 05:45:12,Referral,Lahore,B-17,Apartment,116.0,4.0,176.0,0,0.0,1,0,1.7,0,0,0,0.0,7583531485,0
MGC-103660,2024-03-25 22:34:38,Property Portal,Peshawar,Chakri Road,Apartment,146.0,5.0,28.0,3,287.0,2,0,1.9,0,0,1,0.0,2547221652,0
MGC-104013,2025-03-19 06:57:59,Walk-in,Islamabad,B-17,Apartment,96.0,1.0,108.0,1,44.0,1,1,1.6,0,0,0,0.0,2940033244,0
MGC-102416,2024-06-18 23:48:07,Walk-in,Gujranwala,Blue World City,Apartment,116.0,5.0,4.0,3,156.0,0,0,1.0,0,0,0,0.0,6013598422,0
MGC-106435,2025-07-16 12:13:46,Facebook Ads,Islamabad,Park View City,Penthouse,346.0,3.0,131.0,0,0.0,2,0,1.0,0,0,1,0.0,9384556646,0
MGC-101386,2024-01-09 17:40:32,Property Portal,ISLAMABAD,Park View City,Villa,266.0,2.0,,2,133.0,3,1,5.5,0,0,0,0.0,3410501458,0
MGC-102905,2024-03-08 00:14:58,Facebook Ads,Rawalpindi,Chakri Road,Apartment,64.0,5.0,103.0,1,182.0,3,0,,0,0,1,0.0,6787725970,0
MGC-101634,2024-09-20 12:41:03,Referral,RAWALPINDI,Chakri Road,Commercial Shop,,,11.0,3,453.0,2,1,3.7,0,0,1,0.0,5599172619,0
MGC-104605,2025-04-15 22:06:15,Billboard,PESHAWAR,Top City,Apartment,20.0,2.0,65.0,3,224.0,1,1,15.4,0,0,0,0.0,8160660252,0
MGC-108058,2025-07-03 10:15:23,Google Search,MULTAN,GT Road Corridor,Plot,81.0,,745.0,2,116.0,0,1,6.9,0,0,0,0.0,9051682205,0
MGC-100622-B,2024-03-06 20:58:17,Facebook Ads,RAWALPINDI,GT Road Corridor,Plot,68.0,,4.0,1,78.0,1,0,1.3,0,0,0,0.0,4085265163,0
MGC-106285,2025-02-15 07:54:06,Facebook Ads,Rwp,DHA,Villa,99.0,5.0,5.0,4,289.0,0,0,7.8,0,0,0,0.0,3197283779,0
MGC-106837,2024-02-12 18:49:05,Instagram,RAWALPINDI,Bahria Town,Villa,150.0,4.0,21.0,3,556.0,1,0,0.8,0,0,0,0.0,2229015655,0
MGC-106168,2025-02-11 18:36:20,Property Portal,Rawalpindi,DHA,Apartment,142.0,5.0,280.0,1,48.0,0,0,1.9,0,0,1,0.0,8758294265,0
MGC-108409,2025-05-22 15:35:28,Google Search,Rwp,GT Road Corridor,Villa,301.0,4.0,,3,69.0,2,1,3.1,0,0,1,0.0,8611932371,0
MGC-100356,2025-07-27 04:05:44,Google Search,Karachi,GT Road Corridor,Commercial Shop,182.0,,328.0,5,233.0,0,0,5.2,0,0,0,0.0,2879390267,0
MGC-106354,2025-07-26 23:40:27,Google Search,Karachi,Gulberg Greens,Plot,64.0,,7.0,4,386.0,0,0,4.8,0,0,0,0.0,6010261642,0
MGC-107293,2025-10-01 13:48:38,Facebook Ads,Rawalpindi,GT Road Corridor,Apartment,70.0,5.0,7.0,2,128.0,1,0,4.6,0,0,0,825000.0,9260213083,1
MGC-100842,2024-12-06 14:21:45,Property Portal,PESHAWAR,Top City,Plot,59.0,,29.0,2,142.0,3,0,5.2,0,0,0,363000.0,9818151175,0
MGC-104510,2024-02-16 02:21:01,Property Portal,Karachi,Top City,Plot,55.0,,33.0,5,230.0,1,0,1.1,0,0,0,0.0,6073252398,0
MGC-105549,2024-11-10 12:51:15,Facebook Ads,Gujranwala,,Plot,73.0,,85.0,3,268.0,1,0,1.3,0,0,0,0.0,9488542325,0
MGC-103280,2025-09-27 17:26:54,Google Search,Multan,Gulberg Greens,Villa,153.0,3.0,8.0,1,49.0,2,0,1.4,0,0,0,0.0,2422092748,0
MGC-100248,2024-02-25 07:19:31,Referral,Karachi,Blue World City,Plot,55.0,,28.0,4,200.0,4,2,2.7,0,0,1,0.0,3235823856,0
MGC-104804,2025-04-23 05:58:28,Facebook Ads,Rawalpindi,Chakri Road,Apartment,165.0,3.0,42.0,0,0.0,2,0,2.1,0,0,1,0.0,9388360250,0
MGC-100193,2024-01-17 20:41:25,Google Search,Peshawar,,Plot,122.0,,64.0,7,170.0,1,0,0.6,0,1,0,0.0,6513667859,0
MGC-103194,2024-09-01 06:33:43,Referral,MULTAN,DHA,Villa,286.0,1.0,123.0,1,88.0,2,1,1.5,0,0,0,0.0,6089466316,0
MGC-106640,2025-07-30 11:39:43,Property Portal,Abbottabad,Bani Gala,Apartment,58.0,2.0,19.0,2,72.0,2,1,3.0,0,1,0,0.0,9858195976,0
MGC-107677,2025-02-19 14:28:07,Facebook Ads,Islamabad,Park View City,Plot,51.0,,99.0,1,260.0,3,0,3.3,0,0,1,0.0,8843878601,0
MGC-101104,2024-11-13 05:02:43,Referral,Islamabad,DHA,Penthouse,200.0,1.0,11.0,2,117.0,2,0,4.0,1,0,1,0.0,3115644603,0
MGC-101039,2025-02-15 02:02:38,Property Portal,Lahore,Bani Gala,Villa,165.0,4.0,686.0,3,181.0,1,0,4.1,0,0,1,0.0,1067080194,0
MGC-107934,2024-12-18 23:51:39,Facebook Ads,Karachi,Park View City,Villa,356.0,1.0,16.0,4,394.0,2,0,1.4,0,0,0,0.0,8419273982,0
MGC-103899,2025-01-09 16:46:04,Google Search,Islamabad,Chakri Road,Apartment,100.0,2.0,48.0,1,115.0,0,0,3.8,0,0,0,0.0,2965717027,0
MGC-102164,2024-03-01 19:39:51,Facebook Ads,Islamabad,Bahria Town,Apartment,173.0,3.0,16.0,0,0.0,1,0,2.6,0,0,0,0.0,9053226127,0
MGC-107620,2024-10-17 23:21:22,Property Portal,Peshawar,B-17,Apartment,63.0,4.0,8.0,1,146.0,5,0,2.6,0,0,0,0.0,2096933083,0
MGC-103308,2025-02-11 05:45:13,Referral,Gujranwala,Gulberg Greens,Farmhouse,385.0,4.0,4.0,2,205.0,0,0,0.4,1,0,0,0.0,4177329306,0
MGC-106035,2025-09-14 02:33:48,Facebook Ads,Islamabad,Top City,Apartment,104.0,3.0,155.0,2,108.0,1,0,4.1,0,0,1,0.0,7839877354,0
MGC-108945,2025-09-01 08:30:10,Google Search,Gujranwala,Blue World City,Plot,89.0,,7.0,1,160.0,0,1,5.1,0,0,0,0.0,4745775097,0
MGC-104174,2024-08-03 09:21:04,Facebook Ads,Islamabad,Bahria Town,Villa,320.0,1.0,23.0,3,277.0,0,0,,0,0,0,0.0,6731621335,0
MGC-103318,2024-08-27 18:05:44,Facebook Ads,Islamabad,GT Road Corridor,Apartment,123.0,4.0,54.0,7,452.0,2,1,8.9,0,0,0,0.0,7979339952,0
MGC-102141,2024-11-26 09:50:48,WhatsApp Campaign,Faisalabad,B-17,Villa,311.0,4.0,24.0,6,134.0,1,0,5.3,0,0,0,0.0,6204236616,0
MGC-100353,2025-05-03 04:40:08,Google Search,Rawalpindi,Chakri Road,Villa,436.0,4.0,2.0,2,261.0,0,0,2.2,1,0,0,0.0,6243309878,0
MGC-101188,2025-05-06 20:35:18,Facebook Ads,Islamabad,B-17,Plot,57.0,,18.0,3,207.0,3,0,1.4,1,0,0,0.0,2304764017,0
MGC-100451,2024-03-02 23:36:49,Expo Stall,Karachi,Blue World City,Villa,320.0,1.0,44.0,1,40.0,4,0,1.2,1,0,0,0.0,3583177213,0
MGC-108136,2024-03-19 00:39:57,Referral,ISB,B-17,Penthouse,350.0,2.0,52.0,2,48.0,1,0,1.1,0,0,1,0.0,8554742524,0
MGC-102105,2025-02-06 17:33:49,Google Search,Islamabad,GT Road Corridor,Apartment,198.0,4.0,24.0,0,0.0,1,0,3.1,1,1,0,0.0,9471106388,0
MGC-106044,2024-02-25 17:47:58,Google Search,Islamabad,Bahria Town,Commercial Shop,133.0,,27.0,1,68.0,0,0,4.6,0,0,0,0.0,1618227018,0
MGC-107039,2024-05-15 16:57:37,Facebook Ads,Lahore,Blue World City,Villa,347.0,4.0,29.0,0,0.0,1,0,1.3,0,0,0,0.0,1583427889,0
MGC-105582,2024-03-15 01:26:36,Billboard,Lahore,Gulberg Greens,Apartment,97.0,4.0,158.0,3,115.0,0,0,2.9,0,0,0,0.0,5396967432,0
MGC-100300,2025-04-22 06:10:12,Google Search,Karachi,B-17,Farmhouse,579.0,5.0,22.0,2,94.0,1,0,3.2,1,0,1,0.0,2411876625,0
MGC-101718,2025-05-20 13:09:12,Referral,Karachi,Bani Gala,Commercial Shop,295.0,,38.0,0,0.0,1,0,,0,0,0,0.0,4473542578,0
MGC-105078,2025-04-10 16:01:58,Referral,ISLAMABAD,Bani Gala,Commercial Shop,120.0,,34.0,4,466.0,1,0,4.3,1,0,0,0.0,2800677571,0
MGC-100463,2025-04-07 01:09:11,Google Search,Lahore,DHA,Plot,62.0,,105.0,3,233.0,5,0,2.8,1,0,0,0.0,4536981264,0
MGC-101218,2024-01-09 08:56:51,Property Portal,Islamabad,DHA,Villa,257.0,3.0,32.0,1,120.0,2,1,5.8,0,0,1,0.0,1140279909,0
MGC-105716,2024-09-09 11:05:00,Facebook Ads,Gujranwala,Bani Gala,Apartment,94.0,3.0,48.0,2,111.0,3,2,0.8,0,1,0,738000.0,4129690461,1
MGC-106535,2024-09-02 00:44:12,Facebook Ads,Rawalpindi,Bahria Town,Apartment,117.0,5.0,2.0,5,97.0,3,0,8.1,0,0,0,0.0,2390087190,0
MGC-105676,2025-06-17 01:17:54,Property Portal,Peshawar,B-17,Villa,319.0,3.0,14.0,3,33.0,1,0,1.7,1,0,1,0.0,1504464148,0
MGC-103051,2024-02-14 18:03:49,Facebook Ads,Rawalpindi,Chakri Road,Apartment,84.0,2.0,89.0,1,191.0,1,0,,0,0,0,0.0,6640040378,0
MGC-108508,2025-04-19 08:30:45,Google Search,Karachi,Chakri Road,Plot,66.0,,300.0,5,262.0,0,0,5.2,0,0,0,0.0,9337351210,0
MGC-102567,2024-07-06 21:56:06,Walk-in,Islamabad,Park View City,Plot,84.0,,15.0,2,250.0,0,0,2.3,0,1,0,0.0,5702272858,0
MGC-104004,2024-09-21 06:50:49,Walk-in,Rawalpindi,DHA,Commercial Shop,316.0,,50.0,3,177.0,0,0,2.6,0,1,0,0.0,6422427433,0
MGC-107169,2025-01-22 14:30:55,Facebook Ads,Lahore,Park View City,Apartment,108.0,3.0,52.0,2,53.0,3,1,2.9,0,0,1,0.0,7178240569,0
MGC-105357,2025-06-06 01:42:38,Facebook Ads,Rawalpindi,DHA,Apartment,53.0,4.0,3.0,5,279.0,1,1,0.2,0,0,0,0.0,1280753702,0
MGC-107203,2024-07-13 04:04:03,Walk-in,ISLAMABAD,Top City,Plot,81.0,,46.0,1,91.0,2,0,1.2,0,0,1,0.0,4857698115,0
MGC-104870,2025-03-27 03:50:22,WhatsApp Campaign,Faisalabad,Gulberg Greens,Villa,323.0,5.0,2.0,1,38.0,2,0,0.7,0,0,1,0.0,7769656120,0
MGC-102587,2025-09-06 01:47:32,Referral,Islamabad,Gulberg Greens,Plot,94.0,,16.0,3,273.0,0,1,2.0,0,1,0,583000.0,7986533895,1
MGC-104573,2025-05-31 22:23:08,Google Search,RAWALPINDI,Gulberg Greens,Villa,355.0,5.0,23.0,1,34.0,2,2,2.1,1,0,0,0.0,1693015776,0
MGC-104502,2024-07-29 18:33:18,Property Portal,Karachi,Bani Gala,Plot,52.0,,25.0,1,51.0,0,0,2.5,0,0,1,0.0,4103368907,0
MGC-103589,2024-07-07 15:20:57,Facebook Ads,Rawalpindi,Gulberg Greens,Plot,77.0,,39.0,1,100.0,0,0,8.8,1,0,0,0.0,4284676516,0
MGC-107991,2024-04-07 22:27:29,Google Search,Islamabad,Blue World City,Plot,,,14.0,2,166.0,4,0,2.0,0,0,0,0.0,7616464355,0
MGC-102221,2024-04-04 14:48:20,Facebook Ads,Rawalpindi,GT Road Corridor,Villa,386.0,3.0,15.0,0,0.0,0,1,2.5,0,0,0,0.0,5361512092,0
MGC-107788,2024-06-02 17:58:07,Walk-in,LAHORE,DHA,Penthouse,508.0,1.0,137.0,0,0.0,2,0,4.2,0,0,0,0.0,1492156986,0
MGC-108789,2025-05-20 19:26:05,Google Search,Lahore,Top City,Commercial Shop,317.0,,33.0,4,560.0,1,0,3.1,0,0,0,0.0,6972211951,0
MGC-102253,2025-07-10 00:12:35,Instagram,Islamabad,Park View City,Plot,49.0,,12.0,2,125.0,1,2,2.1,1,0,0,302000.0,6297740012,0
MGC-108433,2024-09-05 11:20:12,Property Portal,Islamabad,Top City,Plot,41.0,,264.0,1,64.0,1,0,2.6,0,0,0,0.0,7176684100,0
MGC-108220,2025-01-08 20:40:01,Property Portal,Rawalpindi,Bani Gala,Commercial Shop,184.0,,48.0,5,176.0,2,1,6.3,0,0,0,0.0,9378260615,0
MGC-105144,2024-09-30 10:09:21,Facebook Ads,Faisalabad,DHA,Plot,70.0,,15.0,2,14.0,3,0,5.0,0,0,1,0.0,3076698865,0
MGC-103596,2024-01-06 13:10:42,Google Search,RAWALPINDI,GT Road Corridor,Apartment,82.0,3.0,,3,100.0,2,0,3.5,0,0,0,0.0,2782501500,0
MGC-105333,2025-01-16 03:38:53,Property Portal,Lahore,Chakri Road,Plot,90.0,,109.0,2,60.0,0,2,7.0,0,0,0,0.0,4417005535,0
MGC-104021,2024-05-08 22:07:25,Facebook Ads,Islamabad,Bahria Town,Apartment,128.0,3.0,82.0,2,50.0,1,0,3.4,0,0,0,0.0,3056812597,0
MGC-103516,2024-06-18 15:02:26,Google Search,Rawalpindi,GT Road Corridor,Plot,88.0,,17.0,4,128.0,2,0,1.9,0,0,0,0.0,1128721168,0
MGC-101900,2025-07-13 06:56:39,Facebook Ads,Karachi,Gulberg Greens,Apartment,93.0,4.0,70.0,4,136.0,4,1,3.9,0,0,0,0.0,2725182954,0
